label,파종기,정식기,초장,생과중,성숙기..착색기.,개화기,착과형태,과폭,과장,천립중,주경장,엽장,엽폭,과실.속살의.두께,과실.심실의.수,절간장
1,312,429,166.7,NA,NA,626,1,NA,NA,NA,73,29.7,15.7,NA,NA,12.2
1,313,519,NA,NA,NA,NA,2,5.7,13.3,NA,3,13,7,6,3,10
1,421,603,NA,NA,NA,627,2,NA,8.5,NA,21,NA,NA,4,NA,NA
1,313,519,NA,NA,NA,NA,2,7,9.3,NA,3,8,6,4.7,3,6
1,421,603,NA,NA,NA,705,2,NA,10,NA,23,NA,NA,3.9,NA,NA
3,313,519,NA,NA,NA,NA,NA,1.2,5.5,NA,1,8,3.6,1,2,8
3,421,603,NA,NA,NA,719,1,NA,5.7,NA,37,NA,NA,0.7,NA,NA
1,313,519,NA,NA,NA,NA,2,1.9,5.6,NA,6,10,4,2.3,2,11
3,421,603,NA,NA,NA,719,2,NA,6.5,NA,41,NA,NA,1.5,NA,NA
1,313,519,NA,NA,NA,NA,2,1.5,6.4,NA,6,14,6.5,1.8,2,18
3,421,603,NA,NA,NA,723,2,NA,6.1,NA,45,NA,NA,1.4,NA,NA
1,312,429,170,2.6,722,603,2,0.9,5.1,NA,40.7,20.9,9.8,0.7,NA,11
1,313,519,NA,NA,NA,NA,2,1.8,9.7,NA,8,7.1,3.2,2.6,2,16
3,421,603,NA,NA,NA,721,2,NA,7.6,NA,35,NA,NA,1.7,NA,NA
1,313,519,NA,NA,NA,NA,1,0.8,8,NA,12,12,5.5,0.1,2,NA
3,421,603,NA,NA,NA,718,1,NA,5,NA,9,NA,NA,0.8,NA,NA
1,313,519,NA,NA,NA,NA,1,1,5.2,NA,3,7,2.6,1,2,8
3,421,603,NA,NA,NA,704,1,NA,7.1,NA,40,NA,NA,0.9,NA,NA
3,313,519,NA,NA,NA,NA,2,1,6,NA,NA,8,3.5,1.4,2,5
3,421,603,NA,NA,NA,704,2,NA,4.9,NA,40,NA,NA,0.7,NA,NA
3,313,519,NA,NA,NA,NA,1,0.8,4,NA,1.5,6,3,0.8,2,5
3,421,603,NA,NA,NA,720,1,NA,4.9,NA,28,NA,NA,0.6,NA,NA
3,313,519,NA,NA,NA,NA,1,1,5,NA,2,7.5,3,0.5,2,8.7
3,421,603,NA,NA,NA,710,1,NA,4.2,NA,30,NA,NA,0.8,NA,NA
3,313,519,NA,NA,NA,NA,1,0.8,4,NA,3,9,3.5,1,2,7
3,421,603,NA,NA,NA,720,1,NA,4.3,NA,36,NA,NA,0.9,NA,NA
3,313,519,NA,NA,NA,NA,1,1,4,NA,20,8.2,3.1,9,2,7.5
3,421,603,NA,NA,NA,720,1,NA,4.8,NA,40,NA,NA,0.6,NA,NA
3,313,519,NA,NA,NA,NA,2,1.1,8,NA,5,9,3.7,1,2,9.5
3,421,603,NA,NA,NA,723,1,NA,9,NA,31,NA,NA,1,NA,NA
3,313,519,NA,NA,NA,NA,1,0.8,7,NA,3,9,3.7,1,2,12.5
3,421,603,NA,NA,NA,710,1,NA,7.2,NA,25,NA,NA,1.5,NA,NA
3,313,519,NA,NA,NA,NA,2,0.9,9.6,NA,3,9.3,2.8,0.8,2,13
3,421,603,NA,NA,NA,723,1,NA,9.1,NA,30,NA,NA,0.8,NA,NA
1,313,519,NA,NA,NA,NA,2,1,7,NA,5,11.2,3.9,1,2,8.6
3,421,603,NA,NA,NA,723,2,NA,8.9,NA,40,NA,NA,1.2,NA,NA
1,313,519,NA,NA,NA,NA,2,1.5,14,NA,3,11.5,5.4,1.8,3,6
3,421,603,NA,NA,NA,620,2,NA,12,NA,25,NA,NA,1.2,NA,NA
1,313,519,NA,NA,NA,NA,2,0.8,6,NA,4,9.5,3.6,1,2,9
3,421,603,NA,NA,NA,723,1,NA,5.2,NA,35,NA,NA,0.9,NA,NA
3,313,519,NA,NA,NA,NA,2,0.7,8.7,NA,7,7,3,0.8,2,6.5
3,421,603,NA,NA,NA,720,1,NA,5.4,NA,34.5,NA,NA,0.6,NA,NA
1,313,519,NA,NA,NA,NA,1,0.6,2.3,NA,5,10.7,4.5,0.9,2,8.5
3,421,603,NA,NA,NA,723,1,NA,3.1,NA,30,NA,NA,0.5,NA,NA
1,312,429,140,1.3,725,610,1,0.9,3.3,NA,37.3,21.7,12.4,0.6,NA,11
1,313,519,NA,NA,NA,NA,3,0.7,3.3,NA,3,10,3.8,0.8,3,9.5
3,421,603,NA,NA,NA,804,4,NA,3.9,NA,64,NA,NA,1.2,NA,NA
1,314,429,180,1.6,NA,622,1,1,4,4,56,13.8,5.7,1.1,NA,NA
1,312,429,166.7,2.6,722,621,2,1,13.9,NA,55,28.1,13.1,0.6,NA,12.5
3,313,519,NA,NA,NA,NA,2,0.9,4.9,NA,10,8.4,3.6,0.6,2,7.2
3,NA,NA,179,NA,NA,NA,2,NA,5.4,4.8,37.9,NA,NA,0.8,2.4,NA
1,313,519,NA,NA,NA,NA,3,0.9,4.7,NA,5,8.9,3.7,1,2,11
3,421,603,NA,NA,NA,803,1,NA,6.1,NA,52,NA,NA,0.6,NA,NA
1,312,429,160,2.6,725,624,1,1.1,5.6,NA,41.3,20.4,11.4,0.4,NA,10.3
1,313,519,NA,NA,NA,NA,1,0.8,3.1,NA,3,9.4,3.9,1,2,11.5
3,421,603,NA,NA,NA,730,1,NA,3.3,NA,45,NA,NA,0.6,NA,NA
1,312,429,155,NA,803,617,1,NA,NA,NA,34,24.2,12.8,NA,NA,11.3
1,313,519,NA,NA,NA,NA,2,2.5,6,NA,15,9.6,3.6,2,2,10.5
3,421,603,NA,NA,NA,702,NA,NA,4.7,NA,27,NA,NA,1,NA,NA
3,313,519,NA,NA,NA,NA,2,2.5,5.5,NA,9,9,3.5,3,3,9
3,421,603,NA,NA,NA,705,NA,NA,4.1,NA,34,NA,NA,2,NA,NA
3,313,519,NA,NA,NA,NA,2,1.2,4.6,NA,23,9,3.2,1.2,3,12
4,421,603,NA,NA,NA,801,2,NA,3.2,NA,35,NA,NA,0.4,NA,NA
3,313,519,NA,NA,NA,NA,2,2.4,8.4,NA,26,7,3,1.5,3,5
3,421,603,NA,NA,NA,722,2,NA,10,NA,49,NA,NA,1.5,NA,NA
1,313,519,NA,NA,NA,NA,2,2.3,10.1,NA,15,10,5,4,3,7
3,421,603,NA,NA,NA,705,2,NA,8.2,NA,26,NA,NA,2.2,NA,NA
1,313,519,NA,NA,NA,NA,2,2.8,12,NA,20,10,6,3.7,3,8
1,313,519,NA,NA,NA,NA,2,2.8,8.7,NA,8,9,5,3.5,4,9
1,313,519,NA,NA,NA,NA,2,1.7,11.2,NA,21,9,4,3,3,10
3,421,603,NA,NA,NA,630,2,NA,9.8,NA,33,NA,NA,2.2,NA,NA
1,313,519,NA,NA,NA,NA,1,0.8,8.6,NA,23,6,2.3,1,2,15
3,NA,NA,172.2,NA,NA,NA,1,NA,10.1,5.4,31.3,NA,NA,2.3,2.4,NA
1,224,430,53,NA,NA,531,4,NA,6.4,6.7,0.9,12.2,5.7,NA,NA,3.8
1,306,508,210,4.7,810,702,2,1.4,6.5,NA,NA,NA,NA,1.7,NA,NA
1,314,429,190,3.6,NA,615,2,1,7.1,4,33,9.2,4.3,1.2,NA,NA
3,223,519,180,NA,NA,NA,1,1.6,2,NA,23,12.5,3.5,1.2,NA,NA
3,223,519,170,NA,NA,NA,2,1.3,6.1,NA,30,27,5.8,1.3,NA,NA
1,305,511,150,NA,NA,621,2,NA,8.9,NA,NA,16,6.4,1.2,2,NA
1,314,429,150,6.8,NA,526,2,1.5,8.4,10,29,9.5,4.7,1.4,NA,NA
1,223,519,160,NA,NA,NA,2,1.8,5.9,NA,16,25.5,7,0.9,NA,NA
3,223,519,55,NA,NA,NA,2,3,6.8,NA,17.5,13,4.5,4.5,NA,NA
3,223,519,70,NA,NA,NA,2,2.6,7.9,NA,21,13,3.7,1.9,NA,NA
4,223,519,120,NA,NA,NA,2,2.7,4.9,NA,4,9.5,3.2,2.1,NA,NA
3,223,519,110,NA,NA,NA,2,1.7,11.5,NA,10,11,3.2,2.1,NA,NA
3,225,514,NA,NA,NA,509,2,2.8,15.3,NA,24,10.4,5.2,3.83,NA,5.8
3,223,519,135,NA,NA,NA,2,2.3,6.8,NA,4,12,3.7,2,NA,NA
3,223,519,190,NA,NA,NA,2,3.5,7.4,NA,15,14.5,4.2,2.6,NA,NA
1,314,429,160,10,NA,526,2,2,5.9,6,18,7.7,3.4,2.6,NA,NA
4,223,519,100,NA,NA,NA,2,2.3,10.3,NA,4,12.5,4,1.7,NA,NA
3,223,519,190,NA,NA,NA,2,1.6,7.8,NA,22.5,12.5,3.7,1.4,NA,NA
3,223,519,155,NA,NA,NA,2,1.6,8.4,NA,16,16.5,4.5,1.9,NA,NA
3,223,519,140,NA,NA,NA,2,2.5,11.1,NA,26,13.5,5.3,2.7,NA,NA
3,223,519,135,NA,NA,NA,2,2.1,9.2,NA,12,15.5,4.3,2.3,NA,NA
3,NA,NA,149.6,NA,NA,NA,2,NA,11.9,5.8,17.4,NA,NA,2.3,3,NA
1,223,519,90,NA,NA,NA,2,3.6,4.4,NA,27,11.2,4,3.9,NA,NA
1,223,519,55,NA,NA,NA,2,3.3,5,NA,23,12,4.8,3.1,NA,NA
1,223,519,75,NA,NA,NA,2,5.7,6.8,NA,18,12,3.8,3.9,NA,NA
1,223,519,90,NA,NA,NA,2,3.9,12.5,NA,22.5,16.3,5,3.4,NA,NA
3,223,519,105,NA,NA,NA,2,0.7,6.1,NA,34,18.5,4,1.3,NA,NA
1,223,519,105,NA,NA,NA,2,1.6,5.6,NA,17,9.7,3,1.2,NA,NA
4,223,519,170,NA,NA,NA,2,1.7,4.8,NA,21,9.6,2.7,1.4,NA,NA
1,223,419,110,NA,NA,NA,2,1.6,8.5,NA,38,21.5,4.5,2.2,NA,NA
3,223,419,140,NA,NA,NA,2,1.3,9.3,NA,30,15,3.5,1.1,NA,NA
3,223,419,120,NA,NA,NA,2,1.3,10.4,NA,25,8.5,3.2,2.4,NA,NA
3,223,419,140,NA,NA,NA,2,1.1,7.8,NA,30,9.5,2.6,1.8,NA,NA
3,223,419,130,NA,NA,NA,2,1.5,8,NA,27,9.8,3.5,1.3,NA,NA
3,223,419,110,NA,NA,NA,2,1.8,14,NA,23,9,3.3,2.7,NA,NA
3,223,419,120,NA,NA,NA,2,1.4,11.6,NA,18,8.5,2.5,1.3,NA,NA
3,223,419,130,NA,NA,NA,2,1.1,10.9,NA,22,15,4.5,1.2,NA,NA
3,223,419,110,NA,NA,NA,2,1.2,6,NA,23,10.5,2.5,1.2,NA,NA
3,223,419,160,NA,NA,NA,4,0.9,5.7,NA,28,11,2.8,0.9,NA,NA
3,223,419,140,NA,NA,NA,2,1.4,6.5,NA,26,9,2.7,1.4,NA,NA
1,223,419,110,NA,NA,NA,2,1.5,13.5,NA,20,8,2.3,1.7,NA,NA
3,223,419,120,NA,NA,NA,2,2.2,13.5,NA,30,9.7,2.5,2.3,NA,NA
3,223,419,140,NA,NA,NA,2,2,12,NA,21,10,3.5,2.3,NA,NA
3,223,419,120,NA,NA,NA,2,1.1,10.9,NA,27.5,7.7,2.4,1.6,NA,NA
4,223,419,120,NA,NA,NA,2,1.2,7.8,NA,23,7.4,3.2,1.8,NA,NA
3,223,419,100,NA,NA,NA,2,1.6,9.7,NA,15,11,2.8,0.9,NA,NA
3,223,419,110,NA,NA,NA,2,0.8,8,NA,27,12,2.8,1,NA,NA
3,223,419,90,NA,NA,NA,2,1.2,5.5,NA,30,14,3,0.8,NA,NA
3,223,419,130,NA,NA,NA,2,2.1,12.5,NA,32,12.5,2.4,2.5,NA,NA
1,223,419,120,NA,NA,NA,2,1.6,12,NA,23,11,3.2,1.7,NA,NA
3,223,419,80,NA,NA,NA,2,1.4,8.5,NA,19,14.3,4,2,NA,NA
1,223,419,120,NA,NA,NA,2,1.6,10.5,NA,25,9,2.6,1.7,NA,NA
3,223,419,140,NA,NA,NA,2,1.7,11,NA,28,10.2,2.2,1.5,NA,NA
1,223,419,135,NA,NA,NA,2,1.8,8,NA,22.5,12,3,1.6,NA,NA
1,223,419,60,NA,NA,NA,2,1,11.5,NA,23,9.5,2.2,1.2,NA,NA
3,223,419,160,NA,NA,NA,2,2.6,6.8,NA,28,9,2.8,2.5,NA,NA
3,223,419,170,NA,NA,NA,2,2.6,5.1,NA,38,14.5,4.2,2.8,NA,NA
1,223,419,90,NA,NA,NA,2,1.5,9.7,NA,25,14.8,4.2,3,NA,NA
3,223,419,120,NA,NA,NA,2,1.3,5.5,NA,27,12,2.6,1.3,NA,NA
1,223,419,120,NA,NA,NA,2,1.7,11.5,NA,28,11,2.5,1.8,NA,NA
1,223,419,150,NA,NA,NA,2,1.7,9,NA,23,11.5,2.7,1.5,NA,NA
3,223,419,100,NA,NA,NA,2,1.3,6.5,NA,26,13.5,3.1,1.9,NA,NA
1,223,419,110,NA,NA,NA,2,1.4,6,NA,49,13,3.1,1.4,NA,NA
2,314,429,140,4.7,NA,602,2,1.2,7.9,4,34,8.7,3.8,1.3,NA,NA
3,223,419,70,NA,NA,NA,2,1.2,5.5,NA,22,14.8,3.2,1.4,NA,NA
1,223,419,100,NA,NA,NA,2,1.5,6.3,NA,24,12,2.9,1.8,NA,NA
1,223,419,100,NA,NA,NA,2,1.3,8.6,NA,19,14.5,3.1,1.2,NA,NA
3,223,419,130,NA,NA,NA,2,1.4,12,NA,30,11,3.8,2.2,NA,NA
3,223,419,140,NA,NA,NA,2,1.7,16,NA,27,12.5,3.7,1.4,NA,NA
1,223,419,130,NA,NA,NA,2,1,9,NA,33,13,3,1.5,NA,NA
1,223,419,110,NA,NA,NA,2,0.7,4.4,NA,19,11.5,2.8,0.8,NA,NA
3,223,419,125,NA,NA,NA,2,1.5,9.5,NA,37,11.3,2.5,1.5,NA,NA
1,223,419,140,NA,NA,NA,2,1.5,11,NA,19,15.3,4.2,2.3,NA,NA
1,223,419,130,NA,NA,NA,2,0.9,12,NA,26,9.8,2.4,1.4,NA,NA
1,223,419,100,NA,NA,NA,2,1.9,11,NA,23.5,8,3.1,2,NA,NA
3,223,419,70,NA,NA,NA,2,1.4,9,NA,15,8.2,2,1.9,NA,NA
1,223,419,110,NA,NA,NA,2,4.5,10.5,NA,16,10.8,2.6,2.7,NA,NA
1,223,419,120,NA,NA,NA,2,1.7,5.8,NA,29.5,8.2,3,1.8,NA,NA
4,223,419,140,NA,NA,NA,2,1.5,10,NA,31,11,3.5,2.7,NA,NA
3,223,419,70,NA,NA,NA,2,1.5,13,NA,26,15,3.5,1.8,NA,NA
3,223,419,150,NA,NA,NA,2,1.7,9.5,NA,34,14.5,3.3,2.5,NA,NA
3,223,419,150,NA,NA,NA,2,1.4,12.5,NA,25,17.4,4.5,2,NA,NA
3,223,419,140,NA,NA,NA,2,1.7,13,NA,36.5,12.9,4,1.6,NA,NA
3,223,419,120,NA,NA,NA,2,0.9,8,NA,37,8,2.3,1,NA,NA
1,223,419,110,NA,NA,NA,2,2.3,16,NA,25.5,14.5,2.8,2.2,NA,NA
1,223,419,NA,NA,NA,NA,2,1.9,14,NA,26,14.8,4,1.8,NA,NA
1,223,419,NA,NA,NA,NA,2,4,12.5,NA,13,12,4.5,2.8,NA,NA
1,223,419,NA,NA,NA,NA,2,3,6,NA,27,14.5,4.1,1.8,NA,NA
3,223,419,NA,NA,NA,NA,2,1.5,9.2,NA,27,9.3,2.6,1.5,NA,NA
3,223,419,NA,NA,NA,NA,2,1.4,8,NA,24,13.1,3.3,1.4,NA,NA
3,223,419,NA,NA,NA,NA,2,0.8,9.2,NA,17,18,5.1,1,NA,NA
3,223,419,NA,NA,NA,NA,2,1.4,7,NA,16.5,22,5.5,1.7,NA,NA
2,314,429,170,6.8,NA,609,2,1.6,6.9,5,24,8.7,4,1.4,NA,NA
3,223,519,110,NA,NA,NA,2,2.4,9.7,NA,18,14.5,4,2.5,NA,NA
3,223,519,125,NA,NA,NA,2,1.4,13.3,NA,34.5,12,3.7,2.1,NA,NA
3,223,519,95,NA,NA,NA,2,1.2,9.2,NA,18,11,3.4,1.1,NA,NA
3,223,519,100,NA,NA,NA,2,1.2,11.2,NA,28,11.5,3.5,1.6,NA,NA
4,223,519,145,NA,NA,NA,2,1.7,9,NA,32,12.5,4,1.4,NA,NA
4,223,519,120,NA,NA,NA,2,1.7,5.9,NA,24,15.5,4.2,2.1,NA,NA
3,305,511,141.3,NA,NA,619,2,NA,5.8,NA,NA,17.9,7.1,2.7,2,NA
3,223,519,130,NA,NA,NA,2,2.8,3.8,NA,20,14,4.5,2.9,NA,NA
1,305,511,139.7,NA,NA,614,1,NA,4.4,NA,NA,15.1,7.4,2.4,2,NA
3,223,519,120,NA,NA,NA,2,0.9,4.8,NA,12,12.5,3.3,1.3,2,10
3,223,519,75,NA,NA,NA,1,1.8,4.1,NA,22,7.5,2,2.1,3,9
4,223,519,100,NA,NA,NA,2,1,8.5,NA,27,10.5,3.2,1.4,3,11
1,305,511,141.7,NA,NA,619,2,NA,11.5,NA,NA,18.1,7.8,1.7,2,NA
1,314,429,150,8.4,NA,602,2,1.4,10.2,4.5,30,8.8,3.7,3.6,NA,NA
4,223,519,145,NA,NA,NA,2,1.9,14.5,NA,26,14,3,1.6,2,10
1,305,511,137.7,NA,NA,619,2,NA,12.2,NA,NA,16.6,6.1,2,2,NA
3,223,519,135,NA,NA,NA,2,1.9,9.2,NA,30,15.5,4.2,2.1,3,7
1,223,519,85,NA,NA,NA,2,3,15.5,NA,29,13.5,4,2.9,2,9.5
3,223,519,95,NA,NA,NA,2,1.9,12.4,NA,20,12,4,2.2,2,8
3,223,519,90,NA,NA,NA,2,1.4,5.7,NA,4,9.5,3.5,1.4,3,8
3,223,519,140,NA,NA,NA,2,2.5,7.7,NA,24,12.5,4.3,3.4,3,6
1,223,519,35,NA,NA,NA,2,3.8,13.7,NA,22.5,10.5,4,2.6,2,9
1,314,429,90,113.6,NA,523,2,5.7,17,6,13,11,5,3.9,NA,NA
3,223,519,115,NA,NA,NA,2,1.4,10,NA,24,9.5,2.5,1.9,4,6
3,223,519,150,NA,NA,NA,2,1.4,8.4,NA,30,9.3,3.5,2.2,3,7
3,223,519,100,NA,NA,NA,2,1.5,11.2,NA,23,10.5,3.2,2,2,7
1,305,511,120.7,NA,NA,525,2,NA,14.1,NA,NA,13.4,6,2.6,2,NA
3,223,519,120,NA,NA,NA,2,1.6,9.5,NA,21.5,11,3.6,1.6,3,7.5
1,223,519,120,NA,NA,NA,2,1.7,10,NA,30,10.3,3.5,1.4,3,10
1,314,429,170,11.5,NA,526,2,1.8,10.6,5,16,8.9,4.4,2.2,NA,NA
1,NA,427,106,NA,NA,607,NA,NA,9.6,NA,17,NA,NA,4.5,2.8,NA
1,421,603,NA,NA,NA,625,2,NA,10.5,NA,24,NA,NA,2.7,NA,NA
1,NA,427,103,NA,NA,601,NA,NA,5,NA,18,NA,NA,2,2.2,NA
1,NA,427,95,NA,NA,607,NA,NA,5.8,NA,24,NA,NA,7.7,3.2,NA
1,421,603,NA,NA,NA,627,2,NA,3.9,NA,26,NA,NA,8.4,NA,NA
1,NA,427,98,NA,NA,530,NA,NA,15.8,NA,18,NA,NA,3.4,2.4,NA
1,NA,NA,93,NA,NA,616,1,NA,5.5,NA,17,NA,NA,2.2,3.2,NA
1,NA,NA,92,NA,NA,616,1,NA,11.9,NA,13,NA,NA,6.5,3.6,NA
1,314,429,100,120.9,NA,526,2,6.4,8.8,7,11,14.5,6.5,3.9,NA,NA
3,NA,NA,133,NA,NA,623,2,NA,17.1,NA,36,NA,NA,2.2,2.2,NA
3,NA,NA,120,NA,NA,704,1,NA,9.1,NA,32,NA,NA,2.5,2.8,NA
1,NA,NA,109,NA,NA,707,1,NA,5.5,NA,45,NA,NA,1.7,2.6,NA
1,NA,NA,82,NA,NA,NA,1,NA,5.1,NA,30,NA,NA,2,2.8,NA
1,NA,NA,130,NA,NA,627,1,NA,2.5,NA,29,NA,NA,0.9,2.2,NA
1,NA,NA,80,NA,NA,613,2,NA,1.4,NA,15,NA,NA,1.2,2.2,NA
1,302,418,74,NA,NA,530,2,NA,7.7,7.6,27,11.5,6.1,NA,NA,5.1
1,302,418,74,NA,NA,530,2,NA,7.7,7.6,27,11.5,6.1,NA,NA,5.1
3,224,430,92,NA,NA,531,2,NA,4.5,6.5,1.4,11.4,4.9,NA,NA,2.9
1,314,429,170,16.1,NA,527,2,2.7,5.4,6,18,12.2,5.3,3.6,NA,NA
3,NA,NA,146.6,NA,NA,NA,2,NA,13.8,6.4,25.8,NA,NA,1.9,2,NA
3,224,430,148,NA,NA,617,1,NA,3.4,4.7,1.2,11.1,4.7,NA,NA,8.2
1,NA,NA,114,NA,NA,704,2,NA,8.6,NA,15,NA,NA,4,3.8,NA
1,NA,427,67,NA,NA,530,NA,NA,7.4,NA,15,NA,NA,4.1,3.2,NA
1,421,603,NA,NA,NA,622,2,NA,7.9,NA,12,NA,NA,4.2,NA,NA
1,314,429,70,79.2,NA,516,2,6,12,7.5,16,9.7,4.5,2.9,NA,NA
1,NA,427,114,NA,NA,607,NA,NA,4.8,NA,21,NA,NA,5.6,3.2,NA
1,314,429,100,105.1,NA,527,2,7.6,4.4,7,20,11.3,5,6.9,NA,NA
1,NA,427,86,NA,NA,601,NA,NA,4,NA,18,NA,NA,5.2,3.6,NA
1,302,418,95,NA,NA,605,2,NA,2.6,7.8,18,11.4,5.8,NA,NA,3.1
1,302,418,95,NA,NA,605,2,NA,2.6,7.8,18,11.4,5.8,NA,NA,3.1
1,NA,427,105,NA,NA,601,NA,NA,2.1,NA,18,NA,NA,2.7,2.2,NA
1,NA,427,105,NA,NA,614,NA,NA,14.6,NA,26,NA,NA,5.3,4.2,NA
1,224,430,68,NA,NA,617,2,NA,14.5,7.5,1,13.1,6.6,NA,NA,3.8
1,NA,NA,75,NA,NA,613,2,NA,4.7,NA,16,NA,NA,6.2,3.8,NA
1,NA,NA,NA,NA,NA,NA,2,NA,7.6,NA,NA,NA,NA,7,3.8,NA
1,421,603,NA,NA,NA,627,2,NA,4.2,NA,19,NA,NA,3.3,NA,NA
1,NA,NA,96,NA,NA,627,2,NA,12.5,NA,26,NA,NA,5.6,3.8,NA
1,NA,NA,78,NA,NA,609,2,NA,13.3,NA,72,NA,NA,2.9,2.8,NA
1,NA,427,88,NA,NA,611,NA,NA,3.5,NA,15,NA,NA,7.8,3.2,NA
1,421,603,NA,NA,NA,628,2,NA,6.1,NA,18.5,NA,NA,4.4,NA,NA
1,NA,427,109,NA,NA,607,NA,NA,5.7,NA,20,NA,NA,5.4,2.4,NA
1,NA,427,93,NA,NA,528,NA,NA,8.9,NA,21,NA,NA,1.1,2.4,NA
1,NA,427,92,NA,NA,611,NA,NA,8.9,NA,18,NA,NA,5.4,3.8,NA
1,314,429,90,30.2,NA,603,1,5,4.3,7,10,13,6.3,3.2,NA,NA
1,NA,427,78,NA,NA,607,NA,NA,4.6,NA,12,NA,NA,1.8,2.6,NA
3,421,603,NA,NA,NA,630,1,NA,3.5,NA,18.2,NA,NA,1.2,NA,NA
1,NA,NA,90,NA,NA,530,2,NA,9.5,NA,22,NA,NA,1.8,2.6,NA
1,NA,427,104,NA,NA,604,NA,NA,9.2,NA,19,NA,NA,4.5,2.6,NA
1,421,603,NA,NA,NA,630,2,NA,11,NA,24,NA,NA,4.1,NA,NA
1,NA,427,105,NA,NA,604,NA,NA,12.1,NA,22,NA,NA,5.3,3.4,NA
1,421,603,NA,NA,NA,630,2,NA,13,NA,24,NA,NA,4.9,NA,NA
1,NA,427,66,NA,NA,530,NA,NA,13.5,NA,19,NA,NA,2.4,2.8,NA
1,421,603,NA,NA,NA,625,1,NA,10.9,NA,28.4,NA,NA,2.3,NA,NA
1,NA,427,56,NA,NA,530,NA,NA,6.9,NA,14,NA,NA,6.9,3.2,NA
1,421,603,NA,NA,NA,625,4,NA,5.5,NA,2.6,NA,NA,4.7,NA,NA
1,NA,427,76,NA,NA,607,NA,NA,11.9,NA,20,NA,NA,6.9,3.2,NA
1,421,603,NA,NA,NA,630,2,NA,10.9,NA,30.2,NA,NA,4.4,NA,NA
1,NA,427,97,NA,NA,611,NA,NA,13.3,NA,20,NA,NA,5.5,2.4,NA
1,302,418,67,NA,NA,603,2,NA,8.3,7.5,28,15.8,7.7,NA,NA,3.5
1,302,418,67,NA,NA,603,2,NA,8.3,7.5,28,15.8,7.7,NA,NA,3.5
1,NA,427,79,NA,NA,607,NA,NA,8.3,NA,13,NA,NA,7.6,3.8,NA
1,421,603,NA,NA,NA,802,2,NA,6.9,NA,22.8,NA,NA,9.2,NA,NA
1,NA,427,102,NA,NA,618,NA,NA,12.5,NA,23,NA,NA,6.1,2,NA
1,NA,NA,129,NA,NA,609,2,NA,12.9,NA,29,NA,NA,2.9,2.8,NA
3,NA,NA,141,NA,NA,613,2,NA,9.6,NA,27,NA,NA,3.9,2.8,NA
3,NA,NA,139,NA,NA,604,2,NA,12.5,NA,28,NA,NA,3,2.6,NA
1,NA,NA,131,NA,NA,609,2,NA,11.9,NA,33,NA,NA,2.9,2.8,NA
1,NA,NA,94,NA,NA,526,2,NA,10,NA,23,NA,NA,1.9,2.6,NA
4,225,514,NA,NA,NA,509,2,1.6,8.4,NA,23.3,6,2.2,2.29,2,5.3
1,421,603,NA,NA,NA,701,2,NA,6.9,NA,26,NA,NA,5.5,NA,NA
1,NA,427,77,NA,NA,530,NA,NA,1.8,NA,19,NA,NA,2.4,3,NA
1,NA,427,102,NA,NA,613,NA,NA,15.4,NA,24,NA,NA,4.5,3,NA
1,421,603,NA,NA,NA,804,2,NA,17.9,NA,43.5,NA,NA,3.9,NA,NA
1,313,519,NA,NA,NA,NA,2,1.5,14.7,NA,6,10,3.4,2,2,11
1,303,508,NA,NA,NA,NA,1,2,5.2,NA,NA,10.1,5.5,2.1,2,NA
1,303,508,NA,NA,NA,NA,1,2.4,5.6,NA,NA,4.8,5.7,2.8,3,NA
1,314,429,160,8.5,NA,602,1,2.6,3.7,4.5,20,13.2,6.8,2.6,NA,NA
1,303,508,NA,NA,NA,NA,1,3.6,3.6,NA,NA,6.9,6.3,3.8,3,NA
1,303,508,NA,NA,NA,NA,4,1.9,7.4,NA,NA,6.4,5.2,2.1,2,NA
1,303,508,NA,NA,NA,NA,4,4.6,3.9,NA,NA,12,9.5,6.5,3,NA
3,303,508,NA,NA,NA,NA,4,2.9,2.1,NA,NA,7.8,9.3,3.6,3,NA
1,303,508,NA,NA,NA,NA,4,2.7,2.2,NA,NA,7.9,10,3.8,3,NA
1,303,508,NA,NA,NA,NA,2,5.6,4.7,NA,NA,5.8,7.1,5.4,2,NA
3,303,508,NA,NA,NA,NA,4,2.7,12.2,NA,NA,7.3,5.6,2.8,3,NA
1,303,508,NA,NA,NA,NA,1,5.1,6.2,NA,NA,7.4,9.1,4.6,3,NA
3,303,508,NA,NA,NA,NA,1,4.9,7.2,NA,NA,9.6,10.2,5.7,3,NA
1,303,508,NA,NA,NA,NA,2,5.4,6.8,NA,NA,8.4,9.7,4.1,4,NA
1,303,508,NA,NA,NA,NA,2,4,8.8,NA,NA,8.7,8.5,4.7,2,NA
1,303,508,NA,NA,NA,NA,2,3,4.9,NA,NA,7.7,6.9,2.4,3,NA
1,303,508,NA,NA,NA,NA,2,2.6,9.5,NA,NA,8.2,4.6,3.2,2,NA
3,303,508,NA,NA,NA,NA,4,2.5,9.9,NA,NA,6.1,5.3,3.7,3,NA
1,303,508,NA,NA,NA,NA,1,4.4,6.6,NA,NA,10.2,7.9,3.6,3,NA
3,303,508,NA,NA,NA,NA,1,2.5,5.3,NA,NA,8.7,5.2,3,3,NA
3,303,508,NA,NA,NA,NA,4,3.7,7.8,NA,NA,8.2,6,3.6,2,NA
